race_code,bamei,win_prob,tansho_odds,ev,tansho,fukusho,umaren,sanrenpuku,total_bet
2026012406010809,ヤマニンアドホック,0.4676,4.1,0.917,0,0,500,0,500
2026012406010810,プルナチャンドラ,0.3458,2.3,-0.205,0,0,200,0,200
2026012406010812,プリムツァール,0.506,1.8,-0.089,0,0,500,0,500
2026012408010801,シャフメラン,0.7911,3.1,1.452,0,0,500,0,500
2026012408010802,リアルアルバ,0.404,6.6,1.667,0,500,0,0,500
2026012408010803,ホーナー,0.9892,14.0,12.849,500,500,0,0,1000
2026012408010805,ブラックオリンピア,0.8683,3.1,1.692,0,0,500,0,500
2026012408010807,ワイドクリーガー,0.5862,13.8,7.089,200,200,200,200,800
2026012408010808,ハリーケーン,0.2148,13.6,1.921,200,300,300,300,1100
2026012408010809,ショウナンハヤナミ,0.9853,5.4,4.321,0,500,500,0,1000
2026012408010811,レイベリング,0.3235,106.5,33.451,200,200,200,200,800
2026012410010106,ボンドマティーニ,0.8247,2.6,1.144,0,0,500,0,500
2026012410010107,スズカミエール,0.5171,2.5,0.293,0,0,500,0,500
2026012410010108,ベイラム,0.547,1.4,-0.234,0,0,500,0,500
2026012410010109,クリエープキー,0.4126,11.8,3.869,200,200,200,200,800
2026012410010110,キングスコール,0.7214,2.8,1.02,0,0,500,0,500
2026012410010111,ジョスラン,0.5427,3.6,0.954,0,0,500,0,500
2026012410010112,ラマンシュ,0.3824,7.5,1.868,0,500,0,0,500
2026012506010902,プレイメイカー,0.7425,1.2,-0.109,0,0,500,0,500
2026012506010904,トーアエレクトラム,0.5685,41.8,22.765,200,200,200,200,800
2026012506010905,ヤマニンヘルシェ,0.9935,198.2,195.921,500,500,100,0,1100
2026012506010907,ストレイトトーカー,0.8352,1.8,0.503,0,0,500,0,500
2026012506010909,ブレナヴォン,0.2973,2.5,-0.257,0,0,500,0,500
2026012506010911,ショウヘイ,0.4582,5.0,1.291,0,500,500,0,1000
2026012508010902,ドメイン,0.7287,5.2,2.789,0,500,100,0,600
2026012508010903,ハンザキ,0.8355,3.4,1.841,0,0,500,0,500
2026012508010904,ワイドグンサ,0.8134,1.6,0.301,0,0,100,0,100
2026012508010905,ペイジャー,0.997,2.3,1.293,0,0,100,0,100
2026012508010906,ダノンモンテローザ,0.2211,4.1,-0.093,0,0,500,0,500
2026012508010907,タガノアビー,0.3467,1.7,-0.411,0,0,500,0,500
2026012508010908,ショウサンジョージ,0.5613,7.8,3.378,0,500,500,0,1000
2026012508010910,ララマセラシオン,0.2727,21.9,4.971,200,200,200,200,800
2026012508010911,ロードクロンヌ,0.5238,4.4,1.305,0,0,500,0,500
2026012508010912,タンテドヴィーヴル,0.5076,12.9,5.548,300,300,300,0,900
2026012510010201,ドウカキミニトドケ,0.9864,16.5,15.276,300,300,300,0,900
2026012510010202,ミトノリン,0.4947,5.7,1.82,0,500,0,0,500
2026012510010204,トモジャシック,0.7741,61.3,46.455,300,300,300,200,1100
2026012510010206,ブラックレジェンド,0.578,11.1,5.416,500,500,0,0,1000
2026012510010208,ウインシャーガス,0.3083,4.1,0.264,0,0,400,0,400
2026012510010209,カウンターセブン,0.4588,20.0,8.176,200,200,200,200,800
2026012510010210,アイウィル,0.5429,8.5,3.615,300,300,300,0,900
2026012510010211,キングノジョー,0.422,5.3,1.237,0,500,0,0,500
2026012510010212,ヤコブセン,0.327,7.0,1.289,0,500,0,0,500
2026013105010101,マカイゾウ,0.7784,6.3,3.904,0,500,0,0,500
2026013105010102,ダブルメッセージ,0.2569,29.9,6.682,200,200,200,200,800
2026013105010103,タイキブリッツェン,0.6739,5.2,2.504,0,500,500,0,1000
2026013105010104,ユキノグラス,0.9968,17.8,16.743,300,300,300,0,900
2026013105010105,リッツパーティー,0.8713,20.5,16.863,500,500,0,0,1000
2026013105010106,リアライズリバティ,0.6208,16.6,9.305,500,500,0,0,1000
2026013105010107,リベッチオ,0.9762,4.5,3.393,0,0,500,0,500
2026013105010109,ワイドブリザード,0.2441,11.5,1.808,200,300,300,200,1000
2026013105010110,オルネーロ,0.9812,4.4,3.317,0,0,500,0,500
2026013108020104,ヴィエントデコラ,0.4946,1.1,-0.456,0,0,500,0,500
2026013108020106,ペイシャシス,0.609,6.2,2.776,0,500,400,0,900
2026013108020107,ソルチェリア,0.9737,11.6,10.295,200,200,200,200,800
2026013108020108,チムニートップス,0.7685,6.5,3.995,0,500,0,0,500
2026013110010302,フォーチュンライド,0.7626,1.6,0.22,0,0,500,0,500
2026013110010303,モレポブラーノ,0.1999,7.1,0.42,0,500,500,0,1000
2026013110010306,カシノリアーナ,0.6042,388.2,233.555,500,500,100,0,1100
2026013110010307,アイドクレース,0.3419,17.6,5.017,300,300,300,0,900
2026013110010308,ラブディーヴァ,0.0925,15.3,0.415,100,200,100,0,400
2026013110010310,ドゥラリス,0.2516,5.2,0.308,0,500,0,0,500
2026013110010311,エスペシャリー,0.1858,18.2,2.381,200,300,300,100,900
2026013110010312,メイショウアイル,0.5046,5.8,1.927,0,500,500,0,1000
2026020105010202,オルブライト,0.3095,6.6,1.043,0,500,0,0,500
2026020105010205,アスクイキゴミ,0.9964,5.8,4.779,0,500,0,0,500
2026020105010206,ツーネサーン,0.7969,5.5,3.383,0,500,500,0,1000
2026020105010207,ログラール,0.6709,10.2,5.844,200,200,200,200,800
2026020105010208,ジーティーダーリン,0.6955,2.7,0.878,0,0,500,0,500
2026020105010209,ラストスマイル,0.3425,4.9,0.678,0,0,500,0,500
2026020105010210,ウイントワイライト,0.9379,4.8,3.502,0,0,500,0,500
2026020105010211,ウェイワードアクト,0.3204,5.0,0.602,0,500,500,0,1000
2026020105010212,アウダーシア,0.8723,1.5,0.308,0,0,500,0,500
2026020108020201,グラシアムヘール,0.4073,6.5,1.647,0,500,0,0,500
2026020108020202,ジャスパーメルチェ,0.9839,7.0,5.887,0,500,0,0,500
2026020108020203,アスクチャンスマン,0.8319,1.9,0.581,0,0,500,0,500
2026020108020204,ティエラレイナ,0.9971,2.5,1.493,0,0,100,0,100
2026020108020205,ショウナンバンライ,0.5935,5.8,2.442,0,500,0,0,500
2026020108020206,エブリーポッシブル,0.6591,1.5,-0.011,0,0,500,0,500
2026020108020207,ドラゴン,0.8192,1.3,0.065,0,0,500,0,500
2026020108020208,レイワサンサン,0.4683,5.5,1.576,0,500,500,0,1000
2026020108020209,キングブルー,0.5929,4.6,1.727,0,0,500,0,500
2026020108020211,フィオライア,0.2563,87.5,21.423,200,200,200,200,800
2026020108020212,クスクス,0.3377,7.8,1.634,0,500,0,0,500
2026020110010403,トーアジョウトウ,0.7092,21.6,14.318,200,200,200,200,800
2026020110010404,グアラニア,0.6906,36.9,24.482,200,200,200,200,800
2026020110010406,マカナアネラ,0.659,7.8,4.14,0,500,500,0,1000
2026020110010407,キャットテイル,0.788,24.9,18.622,200,200,200,200,800
2026020110010408,クラヴァンス,0.9634,13.5,12.007,200,200,200,200,800
2026020110010409,ドーバーブライト,0.465,9.6,3.464,300,300,300,0,900
2026020110010410,コウセキ,0.596,4.1,1.444,0,0,500,0,500
2026020110010411,ハグ,0.138,8.3,0.145,100,300,400,0,800
2026020110010412,セイウンデセオ,0.292,8.8,1.57,300,300,300,0,900
2026020705010301,チームユートピア,0.9832,21.8,20.434,500,500,100,0,1100
2026020705010303,フクシマブリルハム,0.9706,13.8,12.394,500,500,0,0,1000
2026020705010304,ウエヲムイテゴラン,0.8937,3.7,2.307,0,0,100,0,100
2026020705010305,ベルウッドクレド,0.997,16.5,15.45,500,500,0,0,1000
2026020705010306,ターンザテーブルス,0.9364,10.4,8.739,500,500,0,0,1000
2026020708020302,サイモンゼスト,0.9848,45.6,43.906,500,500,100,0,1100
2026020708020303,フリッシュ,0.8418,8.0,5.734,300,300,300,0,900
2026020708020304,アレンスター,0.7988,20.5,15.375,500,500,100,0,1100
2026020708020305,サッポロイクコ,0.9608,5.4,4.189,0,500,0,0,500
2026020708020306,スマートジュリアス,0.67,7.1,3.757,0,500,500,0,1000
2026020708020309,ゲッティヴィラ,0.3927,2.7,0.06,0,0,500,0,500
2026020708020310,スウィートハピネス,0.9428,2.2,1.074,0,0,500,0,500
2026020708020311,キョウキランブ,0.415,5.4,1.241,0,500,500,0,1000
2026020708020312,モカラマーズ,0.3426,3.9,0.336,0,0,500,0,500
2026020710010501,ミティリーニ,0.9749,8.4,7.189,500,500,0,0,1000
2026020710010502,ウォーターデライト,0.9867,5.2,4.131,0,500,0,0,500
2026020710010503,パドゼフィール,0.9889,4.9,3.846,0,0,100,0,100
2026020710010504,メイショウソムリエ,0.963,11.0,9.593,500,500,100,0,1100
2026020710010506,クラウンインジエア,0.7676,7.1,4.45,0,500,0,0,500
2026020710010507,マドモアゼルアスク,0.456,27.5,11.541,300,300,300,100,1000
2026020710010508,キングベルベット,0.6422,11.3,6.257,300,300,300,200,1100
2026020710010510,トーアライデン,0.2673,22.9,5.121,300,300,300,0,900
2026020710010511,カペルブリュッケ,0.3606,4.7,0.695,0,0,500,0,500
2026020710010512,ワインクーラー,0.607,6.3,2.824,0,500,500,0,1000
2026020810010601,イサギ,0.9839,15.6,14.349,500,500,0,0,1000
2026020810010602,シェーロドラート,0.8327,2.8,1.332,0,0,500,0,500
2026020810010603,クインズシフォン,0.7128,7.9,4.631,0,500,100,0,600
2026020810010607,ミラクルキャッツ,0.2886,4.5,0.299,0,0,500,0,500
2026020810010609,クリエープキー,0.5029,21.8,9.964,300,300,300,100,1000
2026020810010610,ディアウス,0.1313,7.8,0.024,0,200,200,0,400
2026020810010611,レーゼドラマ,0.4102,8.8,2.61,300,300,300,0,900
2026020810010612,ヤマニンレセディ,0.6484,4.6,1.983,0,0,500,0,500
2026021005010401,ベアハンドキャッチ,0.8348,5.0,3.174,0,500,0,0,500
2026021005010407,テリオスサラ,0.4021,43.4,16.45,200,200,200,200,800
2026021005010410,テリオスララ,0.8172,11.1,8.071,200,200,200,200,800
2026021005010411,ミッキーゴージャス,0.4137,28.8,10.913,200,200,200,200,800
2026021005010412,キタノライブリー,0.2062,7.9,0.629,0,500,200,0,700
2026021008020401,スリーコーズ,0.6667,2.5,0.667,0,0,500,0,500
2026021008020406,パウンドフォーワン,0.8057,5.5,3.431,0,500,0,0,500
2026021008020408,ルシード,0.7813,2.8,1.188,0,0,500,0,500
2026021008020409,ミニトランザット,0.4183,3.7,0.548,0,0,500,0,500
2026021008020411,ゾロアストロ,0.9702,3.5,2.396,0,0,500,0,500
2026021008020412,ディニトーソ,0.625,33.6,20.001,200,200,200,200,800
2026021405010501,トウカイレオ,0.8549,8.4,6.181,500,500,0,0,1000
2026021405010502,ライノ,0.7248,2.2,0.595,0,0,500,0,500
2026021405010503,リアライズタキオン,0.7563,11.8,7.924,200,200,200,200,800
2026021405010504,ノースブルースカイ,0.9864,6.6,5.51,0,500,0,0,500
2026021405010505,タイキプレジール,0.6393,20.0,11.787,200,200,200,200,800
2026021405010507,トラスコンガーデン,0.2552,175.2,43.71,200,200,200,200,800
2026021405010508,アデランテ,0.2772,23.0,5.376,300,300,300,200,1100
2026021405010510,ストレングス,0.3113,10.1,2.144,200,200,200,200,800
2026021405010511,ドリームコア,0.6188,3.4,1.104,0,0,500,0,500
2026021405010512,エルマーゴ,0.5374,8.3,3.461,300,300,300,0,900
2026021408020502,メイショウバルク,0.8993,2.0,0.799,0,0,500,0,500
2026021408020503,メイショウアカリ,0.9802,5.4,4.293,0,500,0,0,500
2026021408020504,テーオーパーセル,0.6296,8.2,4.163,500,500,0,0,1000
2026021408020506,ブラックシャリマー,0.8009,8.6,5.887,500,500,0,0,1000
2026021408020508,ロカヒ,0.9735,2.3,1.239,0,0,500,0,500
2026021408020509,チュウワカーネギー,0.2985,5.3,0.582,0,500,500,0,1000
2026021408020511,セッション,0.1386,10.4,0.441,100,400,400,100,1000
2026021408020512,メイショウハボマイ,0.3609,96.5,33.829,200,200,200,200,800
2026021410010702,リラベガ,0.6329,7.2,3.557,0,500,0,0,500
2026021410010703,ミヤフロント,0.8814,6.9,5.082,0,500,0,0,500
2026021410010704,ベイビーベリッシモ,0.4283,36.2,14.504,500,500,0,0,1000
2026021410010705,ノンブルドール,0.531,5.4,1.867,0,500,0,0,500
2026021410010706,ラブディーヴァ,0.2481,14.2,2.524,300,300,300,100,1000
2026021410010707,タマモジャスミン,0.4999,4.1,1.05,0,0,500,0,500
2026021410010708,サンデイビス,0.4711,15.3,6.208,200,200,200,200,800
2026021410010709,ブラックハヤテ,0.7774,3.7,1.877,0,0,300,0,300
2026021410010710,トーアジョウトウ,0.6928,7.6,4.265,0,500,500,0,1000
2026021410010712,シンゼンカガ,0.9799,2.4,1.352,0,0,200,0,200
2026021505010602,エクセルクラウン,0.8511,14.1,11.0,500,500,0,0,1000
2026021505010604,ロンギングフォユー,0.72,10.4,6.488,300,300,300,200,1100
2026021505010605,ナックホワイト,0.7057,5.9,3.164,0,500,0,0,500
2026021505010607,ポッドベル,0.5854,5.6,2.278,0,500,0,0,500
2026021505010610,ウェットシーズン,0.4212,5.9,1.485,0,500,500,0,1000
2026021505010612,クインズデネブ,0.31,8.0,1.48,300,300,300,0,900
2026021508020604,ダノンバーボン,0.995,1.9,0.89,0,0,500,0,500
2026021508020605,ピカキウイ,0.9814,2.5,1.454,0,0,500,0,500
2026021508020606,アヴィオン,0.9881,11.2,10.067,500,500,100,0,1100
2026021508020607,ロードヴォイジャー,0.9812,6.2,5.083,0,500,0,0,500
2026021508020608,グレートシール,0.8192,3.1,1.54,0,0,500,0,500
2026021508020611,ジューンテイク,0.5921,15.9,8.414,200,200,200,200,800
2026021510010801,サムシングニュー,0.995,22.7,21.586,500,500,100,0,1100
2026021510010802,エバーラスト,0.9821,7.0,5.875,0,500,500,0,1000
2026021510010803,ハヤテノツバサ,0.868,5.3,3.6,0,500,500,0,1000
2026021510010804,アルカンサス,0.2424,15.6,2.781,500,500,0,0,1000
2026021510010805,モウエエデショー,0.5652,19.2,9.852,300,300,300,0,900
2026021510010807,リアルファインド,0.7319,44.9,31.86,500,500,100,0,1100
2026021510010808,イプシロンナンバー,0.931,6.9,5.424,0,500,500,0,1000
2026021510010809,マトラコーニッシュ,0.9507,3.5,2.327,0,0,100,0,100
2026021510010810,メイショウセイロウ,0.8993,6.1,4.485,0,500,500,0,1000
2026021510010811,ナムラクララ,0.2197,3.7,-0.187,0,0,500,0,500
2026022105010701,スーパーガール,0.4453,7.2,2.206,0,500,0,0,500
2026022105010703,エムノビアンカ,0.8548,94.4,79.694,500,500,0,0,1000
2026022105010704,ナムラダリア,0.9717,64.6,61.772,300,300,300,0,900
2026022105010705,ゴールデンパゴーダ,0.9867,43.6,42.02,500,500,0,0,1000
2026022105010706,マツリダイコ,0.9952,7.1,6.066,0,500,500,0,1000
2026022105010708,マイネルトルファン,0.2799,47.8,12.378,200,200,200,200,800
2026022105010711,スティンガーグラス,0.7616,3.0,1.285,0,0,500,0,500
2026022105010712,ルヴァレドクール,0.5154,2.6,0.34,0,0,500,0,500
2026022109010101,コマチチャン,0.952,5.3,4.046,0,500,0,0,500
2026022109010104,エイコーンドリーム,0.9874,5.2,4.134,0,500,0,0,500
2026022109010105,ナムラヒナギク,0.3827,13.9,4.319,300,300,300,0,900
2026022109010107,ザックザク,0.7273,2.1,0.527,0,0,500,0,500
2026022109010108,ページターナー,0.4553,4.3,0.958,0,0,500,0,500
2026022109010110,ベルジュロネット,0.8157,4.2,2.426,0,0,500,0,500
2026022110010901,ジャイアンバローズ,0.8121,5.0,3.061,0,500,500,0,1000
2026022110010905,スズカハービン,0.1887,2.1,-0.604,0,0,500,0,500
2026022110010907,ケイアイアルタイル,0.4243,11.6,3.921,400,400,200,0,1000
2026022110010908,ハニードレス,0.345,5.4,0.863,0,500,500,0,1000
2026022110010909,アンジュプロミス,0.663,6.6,3.376,0,500,500,0,1000
2026022110010910,ドーバーブライト,0.4096,5.2,1.13,0,500,500,0,1000
2026022110010911,オーケーバーディー,0.2688,8.4,1.258,300,400,400,0,1100
2026022110010912,ベルビースタローン,0.5,3.6,0.8,0,0,500,0,500
2026022205010801,アトミックブレス,0.8306,4.4,2.654,0,0,500,0,500
2026022205010804,マイネルグレート,0.8117,5.1,3.139,0,500,0,0,500
2026022205010808,ポッドロワール,0.2539,11.8,1.996,200,200,200,200,800
2026022205010809,ラッキーキッド,0.41,23.5,8.634,200,200,200,200,800
2026022205010810,サクラファレル,0.9572,2.4,1.297,0,0,500,0,500
2026022205010811,ダブルハートボンド,0.3434,3.0,0.03,0,0,500,0,500
2026022205010812,カネショウレジェン,0.5232,5.1,1.668,0,500,0,0,500
2026022209010201,アーネストアイズ,0.815,5.1,3.156,0,500,0,0,500
2026022209010203,ビズロード,0.9912,30.8,29.528,500,500,0,0,1000
2026022209010207,ロットブラータ,0.397,3.0,0.191,0,0,500,0,500
2026022209010208,タガノアニマシオン,0.4426,6.9,2.054,0,500,0,0,500
2026022209010211,コンクイスタ,0.4123,3.5,0.443,0,0,500,0,500
2026022209010212,ルークススペイ,0.3037,2.6,-0.21,0,0,500,0,500
2026022210011001,ガーネットフレア,0.7244,5.7,3.129,0,500,0,0,500
2026022210011003,ベニシア,0.4893,153.7,74.2,300,300,300,200,1100
2026022210011004,グラニットピーク,0.1974,27.2,4.369,300,400,400,0,1100
2026022210011005,エイシンイグニース,0.8702,9.3,7.093,300,300,300,0,900
2026022210011008,メリザンド,0.588,12.9,6.585,300,300,300,0,900
2026022210011009,インパクトシー,0.4751,1.8,-0.145,0,0,500,0,500
2026022210011010,タイセイミッション,0.3979,6.5,1.586,0,500,0,0,500
2026022210011011,ケイアイセナ,0.1799,5.5,-0.01,0,300,500,0,800
2026022210011012,アサクサグレース,0.6388,19.3,11.329,300,300,300,100,1000
2026022806020101,タヤスロレンヌ,0.9548,6.5,5.206,0,500,0,0,500
2026022806020103,リゾートライン,0.9899,6.5,5.434,0,500,0,0,500
2026022806020105,セットエトワール,0.8537,2.9,1.476,0,0,500,0,500
2026022806020106,フロレセール,0.8512,1.9,0.617,0,0,500,0,500
2026022806020107,グロスビーク,0.9845,2.0,0.969,0,0,500,0,500
2026022806020110,ブレーザー,0.2749,6.6,0.814,0,500,500,0,1000
2026022806020111,フリッカージャブ,0.1915,8.7,0.666,200,400,400,0,1000
2026022806020112,メリークリスマス,0.4693,2.3,0.08,0,0,500,0,500
2026022809010301,ジャンヌドゥレーヴ,0.9742,4.6,3.481,0,0,100,0,100
