race_code,bamei,win_prob,tansho_odds,ev,tansho,fukusho,umaren,sanrenpuku,total_bet
2026022809010306,サイモンシュバリエ,0.313,3.4,0.064,0,0,400,0,400
2026022809010308,クインズショコラ,0.7557,8.9,5.725,300,300,300,0,900
2026022809010309,アマキヒ,0.628,2.4,0.507,0,0,500,0,500
2026022809010310,タマモイカロス,0.9459,2.9,1.743,0,0,500,0,500
2026022809010312,ブルクトーア,0.6729,2.8,0.884,0,0,500,0,500
2026022810011103,ミキノバカラ,0.921,15.5,13.275,300,300,300,0,900
2026022810011104,ホウオウプロサンゲ,0.6218,7.2,3.477,0,500,0,0,500
2026022810011105,クラップサンダー,0.5405,14.2,6.675,200,200,200,200,800
2026022810011107,サンライズケヴィン,0.4618,11.7,4.403,500,500,0,0,1000
2026022810011108,マテンロウシルビア,0.8814,36.6,31.258,300,300,300,100,1000
2026022810011109,バースライト,0.8516,9.0,6.664,300,300,300,0,900
2026022810011110,キングベルベット,0.188,8.1,0.523,200,400,400,0,1000
2026022810011111,ホウオウアートマン,0.8821,5.1,3.499,0,500,500,0,1000
2026022810011112,スネーフリンガ,0.5392,17.6,8.491,300,300,300,100,1000
2026030106020205,サザンテイオー,0.3959,2.3,-0.089,0,0,200,0,200
2026030106020206,パースウェイド,0.9753,2.1,1.048,0,0,500,0,500
2026030106020208,ライトニングゼウス,0.3518,4.8,0.688,0,0,400,0,400
2026030106020209,ヤマニンアドホック,0.5598,3.6,1.015,0,0,500,0,500
2026030106020211,レーベンスティール,0.2727,4.2,0.145,0,0,500,0,500
2026030106020212,ラストシャリナ,0.3807,68.5,25.077,400,400,200,100,1100
2026030109010401,モスカテル,0.9932,2.2,1.185,0,0,500,0,500
2026030109010402,アーディアイリ,0.4579,3.4,0.557,0,0,100,0,100
2026030109010403,シャローファースト,0.8539,28.0,22.91,500,500,100,0,1100
2026030109010404,メルカントゥール,0.8183,1.1,-0.1,0,0,500,0,500
2026030109010407,ペレグリン,0.4135,3.8,0.571,0,0,500,0,500
2026030109010408,レベルスルール,0.7064,1.6,0.13,0,0,500,0,500
2026030109010410,ベルウェザー,0.2767,13.5,2.735,300,300,300,200,1100
2026030109010411,タイセイボーグ,0.4439,4.4,0.953,0,0,500,0,500
2026030109010412,ゼンノツキヨミ,0.1923,20.1,2.865,200,300,300,200,1000
2026030110011201,ジュンプリメーロ,0.9828,10.6,9.418,300,300,300,0,900
2026030110011202,アストリル,0.642,1.6,0.027,0,0,500,0,500
2026030110011205,プルヴォワール,0.6738,21.2,13.285,300,300,300,0,900
2026030110011207,ヴェントゥーラ,0.5034,5.1,1.568,0,500,500,0,1000
2026030110011208,ヴァリオーサ,0.7002,7.9,4.532,0,500,100,0,600
2026030110011209,ジャスティンガルフ,0.1889,58.6,10.069,300,300,300,100,1000
2026030110011210,モーデン,0.2888,10.1,1.917,200,200,200,200,800
2026030110011211,バルナバ,0.4662,5.1,1.378,0,500,500,0,1000
2026030110011212,セボンサデッセ,0.9538,2.4,1.289,0,0,500,0,500
2026030706020302,ジオストラテジー,0.7414,6.9,4.116,0,500,500,0,1000
2026030706020304,プラチナドリーム,0.925,12.6,10.655,300,300,300,0,900
2026030706020305,ウィロークリーク,0.7511,2.0,0.502,0,0,500,0,500
2026030706020306,サムシングスイート,0.9663,2.8,1.706,0,0,500,0,500
2026030706020307,レッドスティンガー,0.7658,2.0,0.532,0,0,100,0,100
2026030706020308,ホークライト,0.7038,1.4,-0.015,0,0,300,0,300
2026030706020309,カエルム,0.6311,21.2,12.379,300,300,300,0,900
2026030706020310,マーズオデッセイ,0.3249,15.4,4.003,200,200,200,200,800
2026030706020311,エセルフリーダ,0.8558,15.3,12.093,200,200,200,200,800
2026030706020312,レッドレナート,0.6785,7.2,3.886,0,500,100,0,600
2026030709010501,ストラーダ,0.9908,6.5,5.44,0,500,0,0,500
2026030709010506,メイショウバルク,0.4643,6.7,2.111,0,500,0,0,500
2026030709010507,クロノスバレット,0.7551,5.4,3.077,0,500,400,0,900
2026030709010509,クルミナーレ,0.5767,1.7,-0.02,0,0,500,0,500
2026030709010510,ショウナンアビアス,0.1681,5.2,-0.126,0,200,500,0,700
2026030709010511,ギリーズボール,0.4207,24.5,9.307,200,200,200,200,800
2026030709010512,サンマルノヴェル,0.9087,1.9,0.727,0,0,500,0,500
2026030806020401,ステイグローリアス,0.9947,17.5,16.407,500,500,0,0,1000
2026030806020403,ホノボノ,0.9783,15.2,13.87,500,500,0,0,1000
2026030806020404,バルサムノート,0.7208,3.0,1.163,0,0,500,0,500
2026030806020405,ラベルセーヌ,0.9957,19.9,18.815,300,300,300,0,900
2026030806020406,ルイステソーロ,0.5315,9.2,3.89,500,500,0,0,1000
2026030806020408,ラオラシオン,0.4163,132.2,54.03,300,300,300,200,1100
2026030806020410,ブレイクフォース,0.3432,14.0,3.804,200,200,200,200,800
2026030806020411,バステール,0.3889,6.3,1.45,0,500,0,0,500
2026030806020412,ポッドロワール,0.3181,7.1,1.259,0,500,500,0,1000
2026030809010604,モンスエ,0.6639,4.1,1.722,0,0,100,0,100
2026030809010605,ペンダント,0.978,15.6,14.256,300,300,300,100,1000
2026030809010607,アスクコモンタレヴ,0.3679,1.4,-0.485,0,0,500,0,500
2026030809010610,タイセイカレント,0.227,4.5,0.021,0,0,500,0,500
2026030809010611,ドラゴンブースト,0.3342,8.8,1.941,300,300,300,0,900
2026030809010612,ニューオーリンズ,0.4416,2.0,-0.117,0,0,500,0,500
2026031406020501,エコロストーム,0.3917,9.9,2.878,500,500,0,0,1000
2026031406020502,エイシンニラク,0.9676,361.9,349.18,500,500,100,0,1100
2026031406020504,イナズマダイモン,0.7133,1.1,-0.215,0,0,500,0,500
2026031406020505,ホウオウギンガ,0.9946,25.2,24.065,500,500,100,0,1100
2026031406020506,サンダーヴィント,0.5576,43.5,23.254,200,200,200,200,800
2026031406020508,アイアムイチバン,0.3652,20.2,6.378,400,400,300,0,1100
2026031406020510,ストレイトトーカー,0.4031,7.1,1.862,0,500,0,0,500
2026031406020511,ディアダイヤモンド,0.5643,5.3,1.991,0,500,500,0,1000
2026031406020512,ショウナンハクウン,0.5579,5.2,1.901,0,500,500,0,1000
2026031407010102,ゴーゴーパンチ,0.7965,8.2,5.532,500,500,0,0,1000
2026031407010103,アビラーシャ,0.9874,8.0,6.899,500,500,0,0,1000
2026031407010104,ルージュリリック,0.6798,5.3,2.603,0,500,0,0,500
2026031407010105,ミッキージャンプ,0.8267,4.8,2.968,0,0,500,0,500
2026031407010106,ドンエレクトス,0.6291,3.8,1.39,0,0,500,0,500
2026031407010107,スナークピカソ,0.2259,9.0,1.033,300,500,0,0,800
2026031407010109,ダノンジャガー,0.1918,8.1,0.554,200,400,400,0,1000
2026031407010110,ディーガレジェンド,0.3516,8.3,1.918,300,300,300,0,900
2026031407010111,モモンウールー,0.1607,12.4,0.993,100,400,400,100,1000
2026031407010112,カウンティフェア,0.2946,6.0,0.767,0,500,500,0,1000
2026031409010701,シャンデヴィーニュ,0.7321,33.7,23.673,500,500,0,0,1000
2026031409010702,ジューンアゲイン,0.9841,3.4,2.346,0,0,500,0,500
2026031409010703,ゲタリア,0.8616,3.1,1.671,0,0,100,0,100
2026031409010704,メランコリニスタ,0.8892,29.8,25.498,500,500,100,0,1100
2026031409010705,エンネ,0.9867,15.9,14.689,500,500,0,0,1000
2026031409010706,エアニゲラ,0.6866,11.6,6.965,200,200,200,200,800
2026031409010708,ディナースタ,0.2315,5.6,0.296,0,500,500,0,1000
2026031409010709,アサクサグレース,0.4547,6.9,2.137,0,500,500,0,1000
2026031409010711,ジャスティンアース,0.6503,5.5,2.576,0,500,500,0,1000
2026031506020602,タケルムサシ,0.7373,6.9,4.088,0,500,0,0,500
2026031506020603,モズタンケ,0.964,10.7,9.315,500,500,0,0,1000
2026031506020604,スターサンサルー,0.9938,8.3,7.249,500,500,0,0,1000
2026031506020606,ブレードサクセス,0.3005,4.9,0.472,0,0,500,0,500
2026031506020609,ロングウェイホーム,0.2209,11.6,1.563,200,300,300,300,1100
2026031506020610,ヴァルキリーバース,0.7624,7.8,4.947,0,500,500,0,1000
2026031506020611,クレパスキュラー,0.5626,2.0,0.125,0,0,500,0,500
2026031506020612,クインズポラリス,0.5144,5.7,1.932,0,500,0,0,500
2026031507010203,スリラーナイト,0.8439,6.9,4.823,0,500,0,0,500
2026031507010204,タイキプレジール,0.6346,5.1,2.237,0,500,500,0,1000
2026031507010206,アクアマリーナ,0.7573,8.3,5.286,300,300,300,0,900
2026031507010207,オリーブグリーン,0.6294,3.8,1.392,0,0,500,0,500
2026031507010209,ランウインディ,0.3797,10.4,2.949,200,200,200,200,800
2026031507010210,スマートジュリアス,0.6881,8.6,4.918,300,300,300,0,900
2026031507010211,ジョバンニ,0.2203,8.7,0.917,200,400,400,0,1000
2026031507010212,ヴェントゥーラ,0.7732,4.3,2.325,0,0,500,0,500
2026031509010802,ミランド,0.9948,5.5,4.471,0,500,0,0,500
2026031509010803,セイウンバジリスク,0.8365,8.7,6.277,500,500,0,0,1000
2026031509010804,ヴァランセカズマ,0.1596,10.6,0.692,200,500,0,0,700
2026031509010805,シルバーリム,0.4542,11.2,4.087,500,500,0,0,1000
2026031509010806,シーミハットク,0.745,18.2,12.559,300,300,300,0,900
2026031509010807,メイショウアボット,0.8382,51.7,42.334,300,300,300,100,1000
2026031509010808,マキシマムビスタ,0.3122,5.5,0.717,0,500,0,0,500
2026031509010809,シャドウマスター,0.8697,2.5,1.174,0,0,500,0,500
2026031509010810,テスティモーネ,0.3692,2.2,-0.188,0,0,500,0,500
2026031509010811,ジョーメッドヴィン,0.2617,10.0,1.617,300,400,200,0,900
2026031509010812,スニーカースキル,0.7878,7.5,4.909,0,500,500,0,1000
2026032106020703,ソニックブレイカー,0.7316,22.8,15.681,300,300,300,0,900
2026032106020705,エーデルゼーレ,0.5588,2.5,0.397,0,0,500,0,500
2026032106020706,スペルーチェ,0.7422,1.7,0.262,0,0,500,0,500
2026032106020708,フォージドブリック,0.6709,7.9,4.3,0,500,0,0,500
2026032106020709,ダノンジャイアン,0.6182,8.6,4.316,300,300,300,0,900
2026032106020711,アメティスタ,0.4395,6.3,1.769,0,500,500,0,1000
2026032106020712,ショウナンラリー,0.6256,18.9,10.824,300,300,300,200,1100
2026032107010302,ヴェルジーネ,0.6485,13.1,7.496,500,500,0,0,1000
2026032107010305,エイシンウィスパー,0.7076,20.3,13.364,300,300,300,0,900
2026032107010307,エムティエスターテ,0.2343,9.3,1.179,300,400,400,0,1100
2026032107010308,エアビッグマム,0.3219,5.1,0.642,0,500,500,0,1000
2026032107010309,ミトノオルフェ,0.3018,7.3,1.203,0,500,0,0,500
2026032107010310,ドラゴンテイラー,0.5463,5.0,1.731,0,500,500,0,1000
2026032107010311,ダイヤモンドノット,0.7547,1.6,0.208,0,0,500,0,500
2026032109010902,ラヴネヴァーダイズ,0.9864,1.1,0.085,0,0,100,0,100
2026032109010905,テイエムアイラン,0.5573,10.6,4.908,500,500,0,0,1000
2026032109010906,ケブランリ,0.9802,20.2,18.8,200,200,200,200,800
2026032109010907,アロマフェリス,0.3161,2.1,-0.336,0,0,500,0,500
2026032109010908,ドラゴン,0.6717,3.2,1.149,0,0,500,0,500
2026032109010909,ファームツエンティ,0.5134,3.6,0.848,0,0,500,0,500
2026032109010910,サウスバンク,0.2692,4.6,0.238,0,0,500,0,500
2026032109010912,タイセイディアマン,0.4408,6.9,2.042,0,500,500,0,1000
2026032206020801,マダックス,0.985,8.2,7.077,300,300,300,0,900
2026032206020802,イーグルロック,0.8563,3.4,1.912,0,0,500,0,500
2026032206020804,モズバンディット,0.5881,70.2,40.284,300,300,300,100,1000
2026032206020805,カナルサンマルタン,0.995,1.2,0.194,0,0,500,0,500
2026032206020807,ラディアントスター,0.6625,2.3,0.524,0,0,500,0,500
2026032206020808,ドゥマーヴェリック,0.5863,2.3,0.349,0,0,500,0,500
2026032206020812,エルフストラック,0.6139,17.2,9.559,200,200,200,200,800
2026032207010401,セレーノ,0.883,6.6,4.828,0,500,0,0,500
2026032207010403,ルーナディサングエ,0.4997,29.0,13.491,500,500,0,0,1000
2026032207010404,ロザーンジュ,0.521,7.2,2.751,0,500,500,0,1000
2026032207010405,エンヴェロップ,0.7185,14.0,9.058,500,500,0,0,1000
2026032207010406,サラスヴァティー,0.9681,2.0,0.936,0,0,500,0,500
2026032207010407,テルアスワッド,0.5392,27.4,13.775,200,200,200,200,800
2026032207010408,チムグクル,0.5153,3.1,0.598,0,0,500,0,500
2026032207010409,チュウワカーネギー,0.4666,3.7,0.726,0,0,500,0,500
2026032207010410,タイセイアディクト,0.2982,8.5,1.535,400,400,300,0,1100
2026032207010411,アイサンサン,0.5878,27.6,15.223,200,200,200,200,800
2026032209011003,ヴォンドゥ,0.5539,6.1,2.379,0,500,0,0,500
2026032209011005,シラヌイ,0.985,10.9,9.736,200,200,200,200,800
2026032209011006,セイントエルモズ,0.9845,69.3,67.229,200,200,200,200,800
2026032209011007,セイキュート,0.7705,2.1,0.618,0,0,500,0,500
2026032209011008,メイショウカスガイ,0.772,43.9,32.891,300,300,300,100,1000
2026032209011010,ロードラビリンス,0.2288,19.3,3.416,200,200,200,200,800
2026032209011012,ゲイルライダー,0.7124,2.9,1.066,0,0,500,0,500
2026032806030103,マサノピンクレディ,0.9951,7.8,6.762,0,500,0,0,500
2026032806030104,グランドスウェル,0.7521,36.3,26.302,500,500,0,0,1000
2026032806030107,タマモカンパネラ,0.9894,2.6,1.572,0,0,500,0,500
2026032806030108,リーティアコナル,0.5979,7.7,3.604,0,500,500,0,1000
2026032806030109,エコロエイト,0.9568,7.9,6.559,0,500,0,0,500
2026032806030110,ダノンバーボン,0.994,2.1,1.087,0,0,500,0,500
2026032806030111,マイユニバース,0.239,7.0,0.673,0,500,500,0,1000
2026032807010501,リサシテーション,0.9073,45.3,40.101,500,500,0,0,1000
2026032807010502,キタノサリスカ,0.9741,107.3,103.52,500,500,0,0,1000
2026032807010504,アスクドゥチャンプ,0.9551,5.9,4.635,0,500,0,0,500
2026032807010505,マイバレンタイン,0.7802,10.7,7.348,300,300,300,0,900
2026032807010507,キスアンドクライ,0.5837,7.2,3.203,0,500,500,0,1000
2026032807010508,ダノンカゼルタ,0.5988,24.5,13.672,200,200,200,200,800
2026032807010509,ディズレーリ,0.6372,20.2,11.871,200,200,200,200,800
2026032807010510,ディーガレジェンド,0.3915,15.8,5.186,300,300,300,200,1100
2026032807010511,ルージュソリテール,0.6183,2.9,0.793,0,0,500,0,500
2026032809020101,ゴールドヴィーナス,0.9788,12.1,10.843,500,500,0,0,1000
2026032809020105,ラヴリーティアラ,0.5582,21.9,11.226,500,500,0,0,1000
2026032809020106,メランコリニスタ,0.8447,5.9,3.984,0,500,0,0,500
2026032809020107,ルクスコスモス,0.0835,10.5,-0.123,0,100,100,0,200
2026032809020110,フードマン,0.1023,4.4,-0.55,0,0,200,0,200
2026032809020112,ギュルヴィ,0.5493,2.1,0.153,0,0,500,0,500
2026032906030201,クイーンズホリデー,0.8508,7.9,5.722,0,500,0,0,500
2026032906030202,ガルディーノ,0.7431,237.9,175.777,500,500,100,0,1100
2026032906030205,キンググローリー,0.778,7.5,4.835,0,500,0,0,500
2026032906030206,コックピットサイト,0.9765,2.9,1.832,0,0,200,0,200
2026032906030207,フェスタリア,0.6727,6.2,3.171,0,500,0,0,500
2026032906030208,ルイステソーロ,0.6971,2.3,0.603,0,0,500,0,500
2026032906030209,ベンヴェヌータ,0.9918,5.9,4.852,0,500,500,0,1000
2026032906030210,サウンドモリアーナ,0.6357,11.8,6.501,200,200,200,200,800
2026032906030211,サンデーファンデー,0.9487,12.8,11.144,200,200,200,200,800
2026032906030212,ビービーエフォート,0.329,3.6,0.185,0,0,500,0,500
2026032907010602,メイショウペイト,0.936,63.0,57.966,500,500,0,0,1000
2026032907010606,メイショウアイル,0.7035,9.2,5.472,300,300,300,0,900
2026032907010608,テルヒコウ,0.7666,6.8,4.213,0,500,0,0,500
2026032907010610,ゴールデンクラウド,0.6894,2.1,0.448,0,0,500,0,500
2026032909020201,ロイスター,0.9804,11.0,9.785,300,300,300,0,900
2026032909020203,シャープインサイト,0.6698,9.6,5.43,500,500,0,0,1000
2026032909020204,ケイテンアイジン,0.5733,18.4,9.548,300,300,300,0,900
2026032909020206,カネコメブライト,0.6573,11.5,6.559,300,300,300,100,1000
2026032909020207,ライツユーアップ,0.2471,41.3,9.207,300,300,300,200,1100
2026032909020208,エコテーラー,0.443,17.3,6.663,200,200,200,200,800
2026032909020209,テイエムパイロット,0.4296,4.9,1.105,0,0,400,0,400
2026032909020210,キングスコール,0.4209,5.2,1.189,0,500,500,0,1000
2026032909020212,ハリーケーン,0.2875,5.0,0.438,0,500,500,0,1000
2026040406030302,アオハルブルース,0.9928,1.9,0.886,0,0,100,0,100
2026040406030303,エコロバロン,0.6356,7.5,3.767,0,500,0,0,500
2026040406030304,ミレニアムヒロイン,0.9879,6.3,5.224,0,500,0,0,500
2026040406030306,アビヤント,0.9969,7.5,6.477,0,500,0,0,500
2026040406030308,ロードソルスティス,0.9794,9.1,7.913,500,500,0,0,1000
2026040406030309,ケントン,0.9926,56.4,54.981,200,200,200,200,800
2026040406030310,オリーブグリーン,0.9787,6.1,4.97,0,500,0,0,500
2026040406030311,シリウスコルト,0.3072,9.1,1.796,300,300,300,0,900
2026040406030312,コパノヴィンセント,0.9489,101.1,94.936,200,200,200,200,800
2026040409020303,ゴンタ,0.9902,14.0,12.863,500,500,0,0,1000
2026040409020305,ラヴィニール,0.9913,11.8,10.698,500,500,0,0,1000
2026040409020306,メイショウゴールド,0.9868,11.2,10.052,500,500,0,0,1000
2026040409020307,アークドール,0.7466,3.0,1.24,0,0,500,0,500
2026040409020310,キタノズエッジ,0.9394,10.0,8.394,500,500,0,0,1000
2026040409020311,アスクイキゴミ,0.9936,13.8,12.711,500,500,0,0,1000
2026040409020312,テイエムヒショウ,0.1341,252.4,32.845,300,500,100,0,900
2026040506030405,コスモナエマ,0.9716,11.2,9.882,500,500,0,0,1000
2026040506030406,テンカムテキ,0.9632,5.0,3.816,0,500,500,0,1000
2026040506030407,ガラベイヤ,0.864,10.6,8.159,400,400,200,0,1000
2026040506030408,イノキ,0.5937,26.5,14.732,200,200,200,200,800
2026040506030411,ジュタ,0.7312,5.1,2.729,0,500,0,0,500
2026040506030412,リバーバレイト,0.9878,3.0,1.963,0,0,500,0,500
2026040509020401,ジーティーアリア,0.9933,17.1,15.986,500,500,0,0,1000
2026040509020403,ゴーイングムーン,0.9737,98.4,94.81,500,500,0,0,1000
2026040509020407,マテンロウブレイブ,0.2663,3.3,-0.121,0,0,500,0,500
2026040509020408,モアリジット,0.591,15.5,8.16,300,300,300,100,1000
2026040509020409,エコロレーヴ,0.9759,9.9,8.661,300,300,300,0,900
2026040509020411,クロワデュノール,0.6874,2.5,0.718,0,0,500,0,500
2026040509020412,タマモティーカップ,0.3858,4.8,0.852,0,0,500,0,500
2026041103010101,シューティングガイ,0.7414,5.5,3.078,0,500,0,0,500
2026041103010103,サフランルージュ,0.9943,113.2,111.556,500,500,0,0,1000
2026041103010104,ベルゼビュート,0.9933,21.5,20.355,500,500,0,0,1000
2026041103010105,メイショウハンター,0.8758,8.6,6.532,500,500,0,0,1000
2026041103010106,アスクファイアモア,0.804,10.3,7.281,500,500,0,0,1000
2026041103010107,ルージュマローネ,0.6375,29.2,17.615,200,200,200,200,800
2026041103010109,フォルテフィオーレ,0.1147,3.6,-0.587,0,0,200,0,200
2026041103010110,アサクサグレース,0.4081,3.7,0.51,0,0,500,0,500
2026041103010111,ラタフォレスト,0.3852,7.2,1.773,0,500,0,0,500
2026041103010112,ライツユーアップ,0.3857,7.0,1.7,0,500,500,0,1000
2026041106030502,ラベンダーヘイズ,0.9869,15.4,14.198,500,500,0,0,1000
2026041106030504,メイショウソムリエ,0.9589,3.5,2.356,0,0,500,0,500
2026041106030507,タカスタカスタカス,0.9642,1.3,0.253,0,0,500,0,500
2026041106030510,スリーピース,0.3062,9.3,1.847,300,300,300,0,900
2026041106030511,レザベーション,0.5795,43.5,24.21,200,200,200,200,800
2026041106030512,プレゼンティーア,0.9678,13.2,11.775,300,300,300,100,1000
2026041109020505,チュウワカーネギー,0.9868,5.2,4.131,0,500,0,0,500
2026041109020508,モズケイスター,0.5033,2.1,0.057,0,0,500,0,500
2026041109020512,ゼンノツキヨミ,0.7488,17.1,11.804,300,300,300,0,900
2026041203010202,ツルノマイハシ,0.7179,5.2,2.733,0,500,0,0,500
2026041203010203,イサチルシーキング,0.9214,7.2,5.634,0,500,0,0,500
2026041203010204,タガノアルブラック,0.9971,24.9,23.829,500,500,0,0,1000
2026041203010205,マイネルクオリア,0.982,27.6,26.104,500,500,0,0,1000
2026041203010206,コスモイシュタル,0.4726,6.7,2.166,0,500,500,0,1000
2026041203010207,カスバートテソーロ,0.2494,8.1,1.02,300,400,400,0,1100
2026041203010208,サディーク,0.3708,3.3,0.224,0,0,500,0,500
2026041203010209,ビップチェイス,0.2022,11.9,1.406,300,500,300,0,1100
2026041203010210,イマージョン,0.2392,5.3,0.268,0,500,500,0,1000
2026041203010211,サヴォーナ,0.3481,8.8,2.063,300,300,300,0,900
2026041203010212,レイザリオ,0.6332,7.7,3.876,0,500,0,0,500
2026041206030603,タイセイブルーム,0.9777,24.7,23.149,500,500,0,0,1000
2026041206030604,マオノアラシ,0.685,10.4,6.124,500,500,0,0,1000
2026041206030605,ティラーノ,0.2704,16.5,3.461,500,500,0,0,1000
2026041206030606,プレイメイカー,0.4444,4.6,1.044,0,0,500,0,500
2026041206030607,ブラックジェダイト,0.655,1.5,-0.018,0,0,500,0,500
2026041206030608,クラッシファイド,0.2456,3.3,-0.19,0,0,500,0,500
2026041206030609,インジケーター,0.4273,21.8,8.315,200,200,200,200,800
2026041206030610,ストレイトトーカー,0.6369,8.0,4.095,500,500,0,0,1000
2026041206030611,クラスペディア,0.4165,16.2,5.747,200,200,200,200,800
2026041206030612,ヴィンブルレー,0.4474,3.0,0.342,0,0,500,0,500
2026041209020601,ステライヴ,0.9957,6.7,5.671,0,500,0,0,500
2026041209020605,リサシテーション,0.8986,21.8,18.59,200,200,200,200,800
2026041209020607,ジャサルディア,0.6103,1.4,-0.146,0,0,500,0,500
2026041209020608,スマートカイロス,0.4211,17.3,6.286,200,200,200,200,800
2026041209020609,ジュウリョクピエロ,0.9525,18.9,17.002,200,200,200,200,800
2026041209020610,キーパフォーマー,0.2434,10.9,1.653,200,300,300,200,1000
2026041209020612,ゴールドダイアー,0.2478,26.6,5.591,200,200,200,200,800
2026041803010302,ララオウ,0.9972,18.9,17.847,500,500,0,0,1000
2026041803010303,アイアムステキ,0.7149,8.8,5.292,500,500,0,0,1000
2026041803010304,アンティーム,0.9962,24.9,23.806,500,500,0,0,1000
2026041803010306,バルドル,0.7229,10.7,6.735,500,500,0,0,1000
2026041803010308,メイショウクーガー,0.3793,6.5,1.465,0,500,500,0,1000
2026041803010309,キンググローリー,0.6979,11.2,6.816,200,200,200,200,800
2026041803010310,フィオレストラーダ,0.7551,7.4,4.587,0,500,500,0,1000
2026041803010311,メイショウカシワデ,0.2056,5.1,0.049,0,500,0,0,500
2026041803010312,ウィンストン,0.5305,7.4,2.926,0,500,400,0,900
2026041806030702,サウジバラード,0.9932,10.8,9.726,500,500,0,0,1000
2026041806030703,ベアゴーフォー,0.4999,16.1,7.049,500,500,0,0,1000
2026041806030704,メディチパワー,0.6967,10.9,6.594,500,500,0,0,1000
2026041806030705,セイウンラピス,0.4472,7.6,2.399,0,500,0,0,500
2026041806030707,サンライズバブル,0.6247,6.5,3.06,0,500,0,0,500
2026041806030708,コズミックダンサー,0.5816,3.6,1.094,0,0,500,0,500
2026041806030709,メイショウヨゾラ,0.4889,7.6,2.716,0,500,0,0,500
2026041806030710,ワイドブリザード,0.4414,4.7,1.074,0,0,500,0,500
2026041806030711,エコロデュエル,0.5793,1.5,-0.131,0,0,500,0,500
2026041806030712,ハヤテノツバサ,0.84,6.7,4.628,0,500,0,0,500
2026041809020706,ロイスター,0.9625,23.3,21.426,200,200,200,200,800
2026041809020710,ガンマジーティーピ,0.7181,5.2,2.734,0,500,0,0,500
2026041809020711,ムルソー,0.5077,4.0,1.031,0,0,500,0,500
2026041809020712,インディゴアスール,0.5977,12.3,6.351,200,200,200,200,800
2026041903010403,グラスベルグ,0.6902,5.7,2.934,0,500,0,0,500
2026041903010404,アラクラン,0.8603,5.8,3.99,0,500,0,0,500
2026041903010405,リラベガ,0.6627,5.0,2.313,0,500,0,0,500
2026041903010408,ジェシーテソーロ,0.4318,19.9,7.594,200,200,200,200,800
2026041903010410,ドーバーブライト,0.5866,2.9,0.701,0,0,500,0,500
2026041903010411,ジョイフルニュース,0.2889,3.5,0.011,0,0,500,0,500
2026041906030801,ナムラハリス,0.7316,22.7,15.606,500,500,0,0,1000
2026041906030806,イッテラッシャイ,0.8043,2.2,0.77,0,0,500,0,500
2026041906030807,サヨノジャンボリー,0.8137,11.9,8.683,200,200,200,200,800
2026041906030810,ポッドベイダー,0.1976,5.4,0.067,0,500,0,0,500
2026041906030811,ロブチェン,0.6919,4.0,1.767,0,0,500,0,500
2026041906030812,パンジャ,0.4332,5.7,1.469,0,500,500,0,1000
2026041909020802,ベルシュヴァル,0.8732,11.1,8.693,500,500,0,0,1000
2026041909020803,バロニアル,0.8489,64.2,53.501,500,500,0,0,1000
2026041909020805,ダノンシーホーク,0.9911,52.8,51.331,500,500,0,0,1000
2026041909020806,エコロレバン,0.6503,14.4,8.364,200,200,200,200,800
2026041909020808,レヴァンテシチー,0.6708,3.3,1.214,0,0,500,0,500
2026041909020809,ピンキープロミス,0.4711,36.2,16.055,300,300,300,200,1100
2026041909020810,ゼットエール,0.6072,2.3,0.397,0,0,500,0,500
2026041909020811,スイープアワーズ,0.3245,7.1,1.304,0,500,500,0,1000
2026041909020812,ウィンターダフネ,0.3921,8.9,2.489,300,300,300,0,900
